value,msa,gender,age,race
249395,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,20-24,WHITE ALONE
292153,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,25-29,WHITE ALONE
152996,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,15-17,WHITE ALONE
93107,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,18 and 19,WHITE ALONE
300657,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,25-29,WHITE ALONE
252527,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,20-24,WHITE ALONE
300803,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,30-34,WHITE ALONE
540197,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,35-44,WHITE ALONE
565405,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,45-54,WHITE ALONE
680534,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,55-64,WHITE ALONE
583004,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,65-74,WHITE ALONE
334568,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,75-84,WHITE ALONE
175719,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,85 and over,WHITE ALONE
305372,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,30-34,WHITE ALONE
553313,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,35-44,WHITE ALONE
676449,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,55-64,WHITE ALONE
570648,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,45-54,WHITE ALONE
525210,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,65-74,WHITE ALONE
252691,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,75-84,WHITE ALONE
95361,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,85 and over,WHITE ALONE
216584,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,Under 5,WHITE ALONE
217281,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,5-9,WHITE ALONE
244223,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,10-14,WHITE ALONE
234120,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,Under 18,ASIAN ALONE
180288,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,65 and over,ASIAN ALONE
795235,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,18-64,ASIAN ALONE
212304,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,Under 18,ASIAN ALONE
154615,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,65 and over,ASIAN ALONE
729718,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,18-64,ASIAN ALONE
91687,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,Under 5,SOME OTHER RACE ALONE
91508,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,5-9,SOME OTHER RACE ALONE
88740,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,65-74,SOME OTHER RACE ALONE
44014,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,75-84,SOME OTHER RACE ALONE
14098,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,85 and over,SOME OTHER RACE ALONE
81880,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,Under 5,SOME OTHER RACE ALONE
88057,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,5-9,SOME OTHER RACE ALONE
91246,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,10-14,SOME OTHER RACE ALONE
100538,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,30-34,SOME OTHER RACE ALONE
189537,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,35-44,SOME OTHER RACE ALONE
170276,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,45-54,SOME OTHER RACE ALONE
148215,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,55-64,SOME OTHER RACE ALONE
53281,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,15-17,SOME OTHER RACE ALONE
30819,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,18 and 19,SOME OTHER RACE ALONE
85435,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,20-24,SOME OTHER RACE ALONE
94527,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,25-29,SOME OTHER RACE ALONE
102094,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,25-29,SOME OTHER RACE ALONE
102922,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,10-14,SOME OTHER RACE ALONE
54092,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,15-17,SOME OTHER RACE ALONE
38889,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,18 and 19,SOME OTHER RACE ALONE
90697,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,20-24,SOME OTHER RACE ALONE
134726,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,55-64,SOME OTHER RACE ALONE
70483,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,65-74,SOME OTHER RACE ALONE
29240,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,75-84,SOME OTHER RACE ALONE
6834,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,85 and over,SOME OTHER RACE ALONE
104202,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,30-34,SOME OTHER RACE ALONE
206014,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,35-44,SOME OTHER RACE ALONE
172557,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,45-54,SOME OTHER RACE ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,55-64,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,45-54,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,35-44,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,30-34,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,5-9,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,Under 5,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,85 and over,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,75-84,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,65-74,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,30-34,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,25-29,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,20-24,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,18 and 19,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,15-17,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,10-14,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,65-74,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,55-64,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,45-54,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,35-44,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,25-29,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,20-24,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,18 and 19,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,15-17,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,10-14,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,5-9,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,Under 5,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,75-84,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,85 and over,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1061045,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,65 and over,"WHITE ALONE, NOT HISPANIC OR LATINO"
2569075,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,18-64,"WHITE ALONE, NOT HISPANIC OR LATINO"
849145,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,65 and over,"WHITE ALONE, NOT HISPANIC OR LATINO"
2596516,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,18-64,"WHITE ALONE, NOT HISPANIC OR LATINO"
758923,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,Under 18,"WHITE ALONE, NOT HISPANIC OR LATINO"
803663,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,Under 18,"WHITE ALONE, NOT HISPANIC OR LATINO"
41328,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,65-74,BLACK OR AFRICAN AMERICAN ALONE
53938,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,45-54,BLACK OR AFRICAN AMERICAN ALONE
60180,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,55-64,BLACK OR AFRICAN AMERICAN ALONE
32876,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,30-34,BLACK OR AFRICAN AMERICAN ALONE
56275,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,35-44,BLACK OR AFRICAN AMERICAN ALONE
9018,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,18 and 19,BLACK OR AFRICAN AMERICAN ALONE
25598,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,20-24,BLACK OR AFRICAN AMERICAN ALONE
32163,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,25-29,BLACK OR AFRICAN AMERICAN ALONE
23102,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,10-14,BLACK OR AFRICAN AMERICAN ALONE
13327,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,15-17,BLACK OR AFRICAN AMERICAN ALONE
18363,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,5-9,BLACK OR AFRICAN AMERICAN ALONE
415647,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,,BLACK OR AFRICAN AMERICAN ALONE
18124,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Under 5,BLACK OR AFRICAN AMERICAN ALONE
13925,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,75-84,BLACK OR AFRICAN AMERICAN ALONE
4401,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,85 and over,BLACK OR AFRICAN AMERICAN ALONE
53422,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,55-64,BLACK OR AFRICAN AMERICAN ALONE
31557,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,65-74,BLACK OR AFRICAN AMERICAN ALONE
35730,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,30-34,BLACK OR AFRICAN AMERICAN ALONE
51948,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,35-44,BLACK OR AFRICAN AMERICAN ALONE
49936,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,45-54,BLACK OR AFRICAN AMERICAN ALONE
22397,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,75-84,BLACK OR AFRICAN AMERICAN ALONE
8958,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,85 and over,BLACK OR AFRICAN AMERICAN ALONE
34988,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,18 and 19,TWO OR MORE RACES
90446,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,20-24,TWO OR MORE RACES
100455,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,10-14,TWO OR MORE RACES
53108,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,15-17,TWO OR MORE RACES
70021,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,65-74,TWO OR MORE RACES
28759,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,75-84,TWO OR MORE RACES
157799,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,45-54,TWO OR MORE RACES
125849,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,55-64,TWO OR MORE RACES
90877,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Under 5,TWO OR MORE RACES
97757,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,5-9,TWO OR MORE RACES
9548,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,85 and over,TWO OR MORE RACES
1245441,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,,TWO OR MORE RACES
98015,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,30-34,TWO OR MORE RACES
170136,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,35-44,TWO OR MORE RACES
1254263,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,,TWO OR MORE RACES
93919,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Under 5,TWO OR MORE RACES
2499704,"Los Angeles-Long Beach-Anaheim, CA Metro Area",,,TWO OR MORE RACES
60453,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,15-17,TWO OR MORE RACES
34714,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,18 and 19,TWO OR MORE RACES
103520,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,5-9,TWO OR MORE RACES
112453,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,10-14,TWO OR MORE RACES
91705,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,20-24,TWO OR MORE RACES
97372,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,25-29,TWO OR MORE RACES
3667,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Under 18,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
10469,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,18-64,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1849,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,65 and over,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
15723,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
31708,"Los Angeles-Long Beach-Anaheim, CA Metro Area",,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
15985,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
2686,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Under 18,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
11248,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,18-64,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1789,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,65 and over,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
43407,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,75-84,TWO OR MORE RACES
15790,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,85 and over,TWO OR MORE RACES
156039,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,35-44,TWO OR MORE RACES
160520,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,45-54,TWO OR MORE RACES
94785,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,25-29,TWO OR MORE RACES
94171,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,30-34,TWO OR MORE RACES
129535,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,55-64,TWO OR MORE RACES
83563,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,65-74,TWO OR MORE RACES
2948749,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,,HISPANIC OR LATINO
233887,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,65 and over,HISPANIC OR LATINO
1933278,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,18-64,HISPANIC OR LATINO
789668,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Under 18,HISPANIC OR LATINO
305669,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,65 and over,HISPANIC OR LATINO
1886124,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,18-64,HISPANIC OR LATINO
756956,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Under 18,HISPANIC OR LATINO
2956833,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,,HISPANIC OR LATINO
5905582,"Los Angeles-Long Beach-Anaheim, CA Metro Area",,,HISPANIC OR LATINO
9119,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,18 and 19,BLACK OR AFRICAN AMERICAN ALONE
26042,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,20-24,BLACK OR AFRICAN AMERICAN ALONE
22321,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,10-14,BLACK OR AFRICAN AMERICAN ALONE
15258,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,15-17,BLACK OR AFRICAN AMERICAN ALONE
20332,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Under 5,BLACK OR AFRICAN AMERICAN ALONE
21131,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,5-9,BLACK OR AFRICAN AMERICAN ALONE
803176,"Los Angeles-Long Beach-Anaheim, CA Metro Area",,,BLACK OR AFRICAN AMERICAN ALONE
387529,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,,BLACK OR AFRICAN AMERICAN ALONE
32407,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,25-29,BLACK OR AFRICAN AMERICAN ALONE
3611651,"Los Angeles-Long Beach-Anaheim, CA Metro Area",,,"WHITE ALONE, NOT HISPANIC OR LATINO"
1827596,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,,"WHITE ALONE, NOT HISPANIC OR LATINO"
70169,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Under 5,"WHITE ALONE, NOT HISPANIC OR LATINO"
66156,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,5-9,"WHITE ALONE, NOT HISPANIC OR LATINO"
80592,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,10-14,"WHITE ALONE, NOT HISPANIC OR LATINO"
48718,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,15-17,"WHITE ALONE, NOT HISPANIC OR LATINO"
33307,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,18 and 19,"WHITE ALONE, NOT HISPANIC OR LATINO"
87000,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,20-24,"WHITE ALONE, NOT HISPANIC OR LATINO"
121295,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,25-29,"WHITE ALONE, NOT HISPANIC OR LATINO"
144267,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,30-34,"WHITE ALONE, NOT HISPANIC OR LATINO"
256200,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,35-44,"WHITE ALONE, NOT HISPANIC OR LATINO"
249268,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,45-54,"WHITE ALONE, NOT HISPANIC OR LATINO"
294072,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,55-64,"WHITE ALONE, NOT HISPANIC OR LATINO"
226251,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,65-74,"WHITE ALONE, NOT HISPANIC OR LATINO"
110039,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,75-84,"WHITE ALONE, NOT HISPANIC OR LATINO"
40262,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,85 and over,"WHITE ALONE, NOT HISPANIC OR LATINO"
1784055,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,,"WHITE ALONE, NOT HISPANIC OR LATINO"
66373,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Under 5,"WHITE ALONE, NOT HISPANIC OR LATINO"
65751,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,5-9,"WHITE ALONE, NOT HISPANIC OR LATINO"
70346,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,10-14,"WHITE ALONE, NOT HISPANIC OR LATINO"
45684,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,15-17,"WHITE ALONE, NOT HISPANIC OR LATINO"
31950,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,18 and 19,"WHITE ALONE, NOT HISPANIC OR LATINO"
85378,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,20-24,"WHITE ALONE, NOT HISPANIC OR LATINO"
115239,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,25-29,"WHITE ALONE, NOT HISPANIC OR LATINO"
133834,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,30-34,"WHITE ALONE, NOT HISPANIC OR LATINO"
226183,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,35-44,"WHITE ALONE, NOT HISPANIC OR LATINO"
227966,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,45-54,"WHITE ALONE, NOT HISPANIC OR LATINO"
275783,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,55-64,"WHITE ALONE, NOT HISPANIC OR LATINO"
236791,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,65-74,"WHITE ALONE, NOT HISPANIC OR LATINO"
134154,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,75-84,"WHITE ALONE, NOT HISPANIC OR LATINO"
68623,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,85 and over,"WHITE ALONE, NOT HISPANIC OR LATINO"
3038163,"Los Angeles-Long Beach-Anaheim, CA Metro Area",,,SOME OTHER RACE ALONE
1032084,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,18-64,SOME OTHER RACE ALONE
117689,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,65 and over,SOME OTHER RACE ALONE
1526880,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,,SOME OTHER RACE ALONE
377107,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Under 18,SOME OTHER RACE ALONE
989389,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,18-64,SOME OTHER RACE ALONE
148687,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,65 and over,SOME OTHER RACE ALONE
1511283,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,,SOME OTHER RACE ALONE
373207,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Under 18,SOME OTHER RACE ALONE
470259,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,65 and over,WHITE ALONE
352140,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Under 18,WHITE ALONE
1307967,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,18-64,WHITE ALONE
398573,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,65 and over,WHITE ALONE
2130366,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,,WHITE ALONE
365485,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Under 18,WHITE ALONE
1376200,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,18-64,WHITE ALONE
4270624,"Los Angeles-Long Beach-Anaheim, CA Metro Area",,,WHITE ALONE
2140258,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,,WHITE ALONE
7237,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,20-24,AMERICAN INDIAN AND ALASKA NATIVE ALONE
8338,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,25-29,AMERICAN INDIAN AND ALASKA NATIVE ALONE
6103,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,5-9,AMERICAN INDIAN AND ALASKA NATIVE ALONE
8013,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,10-14,AMERICAN INDIAN AND ALASKA NATIVE ALONE
