population,msa,gender,edu,race
8428,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Bachelor's degree,BLACK OR AFRICAN AMERICAN ALONE
7563,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Associate's degree,BLACK OR AFRICAN AMERICAN ALONE
6442,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Graduate or professional degree,BLACK OR AFRICAN AMERICAN ALONE
4319,"Sacramento-Roseville-Folsom, CA Metro Area",Male,GED or alternative credential,TWO OR MORE RACES
21973,"Sacramento-Roseville-Folsom, CA Metro Area",Male,"Some college, no degree",TWO OR MORE RACES
8523,"Sacramento-Roseville-Folsom, CA Metro Area",Male,"9th to 12th grade, no diploma",TWO OR MORE RACES
14157,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Regular high school diploma,TWO OR MORE RACES
7571,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Associate's degree,TWO OR MORE RACES
19294,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Bachelor's degree,TWO OR MORE RACES
92146,"Sacramento-Roseville-Folsom, CA Metro Area",Male,,TWO OR MORE RACES
6294,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Less than 9th grade,TWO OR MORE RACES
184499,"Sacramento-Roseville-Folsom, CA Metro Area",,,TWO OR MORE RACES
20007,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Bachelor's degree,TWO OR MORE RACES
12061,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Graduate or professional degree,TWO OR MORE RACES
22019,"Sacramento-Roseville-Folsom, CA Metro Area",Female,"Some college, no degree",TWO OR MORE RACES
9949,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Associate's degree,TWO OR MORE RACES
10015,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Graduate or professional degree,TWO OR MORE RACES
92353,"Sacramento-Roseville-Folsom, CA Metro Area",Female,,TWO OR MORE RACES
14174,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Regular high school diploma,TWO OR MORE RACES
3107,"Sacramento-Roseville-Folsom, CA Metro Area",Female,GED or alternative credential,TWO OR MORE RACES
5722,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Less than 9th grade,TWO OR MORE RACES
5314,"Sacramento-Roseville-Folsom, CA Metro Area",Female,"9th to 12th grade, no diploma",TWO OR MORE RACES
999,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Bachelor's degree or higher,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1778,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Some college or associate's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
6257,"Sacramento-Roseville-Folsom, CA Metro Area",Female,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
2273,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Less than high school diploma,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1207,"Sacramento-Roseville-Folsom, CA Metro Area",Female,High school graduate (includes equivalency),NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1089,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Less than high school diploma,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
2008,"Sacramento-Roseville-Folsom, CA Metro Area",Male,High school graduate (includes equivalency),NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
2616,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Some college or associate's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
708,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Bachelor's degree or higher,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
12678,"Sacramento-Roseville-Folsom, CA Metro Area",,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
6421,"Sacramento-Roseville-Folsom, CA Metro Area",Male,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
176153,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Some college or associate's degree,WHITE ALONE
96659,"Sacramento-Roseville-Folsom, CA Metro Area",Male,High school graduate (includes equivalency),WHITE ALONE
25725,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Less than high school diploma,WHITE ALONE
185998,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Bachelor's degree or higher,WHITE ALONE
146953,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Some college or associate's degree,WHITE ALONE
22025,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Less than high school diploma,WHITE ALONE
93226,"Sacramento-Roseville-Folsom, CA Metro Area",Female,High school graduate (includes equivalency),WHITE ALONE
20158,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Some college or associate's degree,SOME OTHER RACE ALONE
12275,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Bachelor's degree or higher,SOME OTHER RACE ALONE
22224,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Less than high school diploma,SOME OTHER RACE ALONE
19417,"Sacramento-Roseville-Folsom, CA Metro Area",Female,High school graduate (includes equivalency),SOME OTHER RACE ALONE
10969,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Bachelor's degree or higher,SOME OTHER RACE ALONE
24111,"Sacramento-Roseville-Folsom, CA Metro Area",Male,High school graduate (includes equivalency),SOME OTHER RACE ALONE
18534,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Some college or associate's degree,SOME OTHER RACE ALONE
22975,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Less than high school diploma,SOME OTHER RACE ALONE
191869,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Bachelor's degree or higher,WHITE ALONE
7820,"Sacramento-Roseville-Folsom, CA Metro Area",Female,,AMERICAN INDIAN AND ALASKA NATIVE ALONE
415,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Graduate or professional degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
504,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Less than 9th grade,AMERICAN INDIAN AND ALASKA NATIVE ALONE
6502,"Sacramento-Roseville-Folsom, CA Metro Area",Male,,AMERICAN INDIAN AND ALASKA NATIVE ALONE
14322,"Sacramento-Roseville-Folsom, CA Metro Area",,,AMERICAN INDIAN AND ALASKA NATIVE ALONE
1396,"Sacramento-Roseville-Folsom, CA Metro Area",Male,"Some college, no degree",AMERICAN INDIAN AND ALASKA NATIVE ALONE
328,"Sacramento-Roseville-Folsom, CA Metro Area",Male,GED or alternative credential,AMERICAN INDIAN AND ALASKA NATIVE ALONE
1936,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Regular high school diploma,AMERICAN INDIAN AND ALASKA NATIVE ALONE
706,"Sacramento-Roseville-Folsom, CA Metro Area",Male,"9th to 12th grade, no diploma",AMERICAN INDIAN AND ALASKA NATIVE ALONE
811,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Bachelor's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
406,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Associate's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
373,"Sacramento-Roseville-Folsom, CA Metro Area",Female,GED or alternative credential,AMERICAN INDIAN AND ALASKA NATIVE ALONE
2318,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Regular high school diploma,AMERICAN INDIAN AND ALASKA NATIVE ALONE
296,"Sacramento-Roseville-Folsom, CA Metro Area",Female,"9th to 12th grade, no diploma",AMERICAN INDIAN AND ALASKA NATIVE ALONE
646,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Less than 9th grade,AMERICAN INDIAN AND ALASKA NATIVE ALONE
969,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Graduate or professional degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
612,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Bachelor's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
788,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Associate's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
1818,"Sacramento-Roseville-Folsom, CA Metro Area",Female,"Some college, no degree",AMERICAN INDIAN AND ALASKA NATIVE ALONE
69044,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Graduate or professional degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
15867,"Sacramento-Roseville-Folsom, CA Metro Area",Male,GED or alternative credential,"WHITE ALONE, NOT HISPANIC OR LATINO"
75566,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Regular high school diploma,"WHITE ALONE, NOT HISPANIC OR LATINO"
14760,"Sacramento-Roseville-Folsom, CA Metro Area",Male,"9th to 12th grade, no diploma","WHITE ALONE, NOT HISPANIC OR LATINO"
6293,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Less than 9th grade,"WHITE ALONE, NOT HISPANIC OR LATINO"
431898,"Sacramento-Roseville-Folsom, CA Metro Area",Male,,"WHITE ALONE, NOT HISPANIC OR LATINO"
887624,"Sacramento-Roseville-Folsom, CA Metro Area",,,"WHITE ALONE, NOT HISPANIC OR LATINO"
68100,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Graduate or professional degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
115077,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Bachelor's degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
54764,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Associate's degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
110011,"Sacramento-Roseville-Folsom, CA Metro Area",Female,"Some college, no degree","WHITE ALONE, NOT HISPANIC OR LATINO"
8458,"Sacramento-Roseville-Folsom, CA Metro Area",Female,GED or alternative credential,"WHITE ALONE, NOT HISPANIC OR LATINO"
78677,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Regular high school diploma,"WHITE ALONE, NOT HISPANIC OR LATINO"
13103,"Sacramento-Roseville-Folsom, CA Metro Area",Female,"9th to 12th grade, no diploma","WHITE ALONE, NOT HISPANIC OR LATINO"
6592,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Less than 9th grade,"WHITE ALONE, NOT HISPANIC OR LATINO"
455726,"Sacramento-Roseville-Folsom, CA Metro Area",Female,,"WHITE ALONE, NOT HISPANIC OR LATINO"
113276,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Bachelor's degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
40886,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Associate's degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
97150,"Sacramento-Roseville-Folsom, CA Metro Area",Male,"Some college, no degree","WHITE ALONE, NOT HISPANIC OR LATINO"
20740,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Graduate or professional degree,ASIAN ALONE
15229,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Less than 9th grade,ASIAN ALONE
19308,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Regular high school diploma,ASIAN ALONE
6439,"Sacramento-Roseville-Folsom, CA Metro Area",Female,"9th to 12th grade, no diploma",ASIAN ALONE
19124,"Sacramento-Roseville-Folsom, CA Metro Area",Female,"Some college, no degree",ASIAN ALONE
1626,"Sacramento-Roseville-Folsom, CA Metro Area",Female,GED or alternative credential,ASIAN ALONE
36856,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Bachelor's degree,ASIAN ALONE
10493,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Associate's degree,ASIAN ALONE
21238,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Graduate or professional degree,ASIAN ALONE
5246,"Sacramento-Roseville-Folsom, CA Metro Area",Male,"9th to 12th grade, no diploma",ASIAN ALONE
9919,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Less than 9th grade,ASIAN ALONE
2161,"Sacramento-Roseville-Folsom, CA Metro Area",Male,GED or alternative credential,ASIAN ALONE
17119,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Regular high school diploma,ASIAN ALONE
8569,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Associate's degree,ASIAN ALONE
17744,"Sacramento-Roseville-Folsom, CA Metro Area",Male,"Some college, no degree",ASIAN ALONE
27438,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Bachelor's degree,ASIAN ALONE
14870,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Bachelor's degree or higher,BLACK OR AFRICAN AMERICAN ALONE
28457,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Some college or associate's degree,BLACK OR AFRICAN AMERICAN ALONE
20908,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Some college or associate's degree,BLACK OR AFRICAN AMERICAN ALONE
15111,"Sacramento-Roseville-Folsom, CA Metro Area",Male,High school graduate (includes equivalency),BLACK OR AFRICAN AMERICAN ALONE
6480,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Less than high school diploma,BLACK OR AFRICAN AMERICAN ALONE
9582,"Sacramento-Roseville-Folsom, CA Metro Area",Female,High school graduate (includes equivalency),BLACK OR AFRICAN AMERICAN ALONE
4097,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Less than high school diploma,BLACK OR AFRICAN AMERICAN ALONE
12790,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Bachelor's degree or higher,BLACK OR AFRICAN AMERICAN ALONE
12911,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Graduate or professional degree,HISPANIC OR LATINO
25495,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Bachelor's degree,HISPANIC OR LATINO
5259,"Sacramento-Roseville-Folsom, CA Metro Area",Female,GED or alternative credential,HISPANIC OR LATINO
31969,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Regular high school diploma,HISPANIC OR LATINO
14609,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Associate's degree,HISPANIC OR LATINO
35950,"Sacramento-Roseville-Folsom, CA Metro Area",Female,"Some college, no degree",HISPANIC OR LATINO
11036,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Less than high school diploma,TWO OR MORE RACES
29309,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Bachelor's degree or higher,TWO OR MORE RACES
29544,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Some college or associate's degree,TWO OR MORE RACES
18476,"Sacramento-Roseville-Folsom, CA Metro Area",Male,High school graduate (includes equivalency),TWO OR MORE RACES
14817,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Less than high school diploma,TWO OR MORE RACES
17281,"Sacramento-Roseville-Folsom, CA Metro Area",Female,High school graduate (includes equivalency),TWO OR MORE RACES
32068,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Bachelor's degree or higher,TWO OR MORE RACES
31968,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Some college or associate's degree,TWO OR MORE RACES
34230,"Sacramento-Roseville-Folsom, CA Metro Area",Male,"Some college, no degree",HISPANIC OR LATINO
7199,"Sacramento-Roseville-Folsom, CA Metro Area",Male,GED or alternative credential,HISPANIC OR LATINO
22214,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Bachelor's degree,HISPANIC OR LATINO
9871,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Associate's degree,HISPANIC OR LATINO
22381,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Less than 9th grade,HISPANIC OR LATINO
35267,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Regular high school diploma,HISPANIC OR LATINO
17265,"Sacramento-Roseville-Folsom, CA Metro Area",Male,"9th to 12th grade, no diploma",HISPANIC OR LATINO
8643,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Graduate or professional degree,HISPANIC OR LATINO
12392,"Sacramento-Roseville-Folsom, CA Metro Area",Female,"9th to 12th grade, no diploma",HISPANIC OR LATINO
19953,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Less than 9th grade,HISPANIC OR LATINO
1226,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Bachelor's degree or higher,AMERICAN INDIAN AND ALASKA NATIVE ALONE
1802,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Some college or associate's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
942,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Less than high school diploma,AMERICAN INDIAN AND ALASKA NATIVE ALONE
2691,"Sacramento-Roseville-Folsom, CA Metro Area",Female,High school graduate (includes equivalency),AMERICAN INDIAN AND ALASKA NATIVE ALONE
2264,"Sacramento-Roseville-Folsom, CA Metro Area",Male,High school graduate (includes equivalency),AMERICAN INDIAN AND ALASKA NATIVE ALONE
1210,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Less than high school diploma,AMERICAN INDIAN AND ALASKA NATIVE ALONE
1206,"Sacramento-Roseville-Folsom, CA Metro Area",Female,"Some college, no degree",NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
572,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Associate's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
984,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Regular high school diploma,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
223,"Sacramento-Roseville-Folsom, CA Metro Area",Female,GED or alternative credential,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1976,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Less than 9th grade,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
297,"Sacramento-Roseville-Folsom, CA Metro Area",Female,"9th to 12th grade, no diploma",NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
246,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Graduate or professional degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
2606,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Some college or associate's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
1581,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Bachelor's degree or higher,AMERICAN INDIAN AND ALASKA NATIVE ALONE
623,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Bachelor's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
376,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Graduate or professional degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
405,"Sacramento-Roseville-Folsom, CA Metro Area",Male,"9th to 12th grade, no diploma",NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1783,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Regular high school diploma,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
684,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Less than 9th grade,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
333,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Associate's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
462,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Bachelor's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
225,"Sacramento-Roseville-Folsom, CA Metro Area",Male,GED or alternative credential,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
2283,"Sacramento-Roseville-Folsom, CA Metro Area",Male,"Some college, no degree",NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
21053,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Less than high school diploma,"WHITE ALONE, NOT HISPANIC OR LATINO"
87135,"Sacramento-Roseville-Folsom, CA Metro Area",Female,High school graduate (includes equivalency),"WHITE ALONE, NOT HISPANIC OR LATINO"
19695,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Less than high school diploma,"WHITE ALONE, NOT HISPANIC OR LATINO"
138036,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Some college or associate's degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
91433,"Sacramento-Roseville-Folsom, CA Metro Area",Male,High school graduate (includes equivalency),"WHITE ALONE, NOT HISPANIC OR LATINO"
181376,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Bachelor's degree or higher,"WHITE ALONE, NOT HISPANIC OR LATINO"
184121,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Bachelor's degree or higher,"WHITE ALONE, NOT HISPANIC OR LATINO"
164775,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Some college or associate's degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
215729,"Pittsburgh, PA Metro Area",Female,Regular high school diploma,WHITE ALONE
21682,"Pittsburgh, PA Metro Area",Female,GED or alternative credential,WHITE ALONE
108532,"Pittsburgh, PA Metro Area",Female,"Some college, no degree",WHITE ALONE
88561,"Pittsburgh, PA Metro Area",Female,Associate's degree,WHITE ALONE
171278,"Pittsburgh, PA Metro Area",Female,Bachelor's degree,WHITE ALONE
122689,"Pittsburgh, PA Metro Area",Female,Graduate or professional degree,WHITE ALONE
103269,"Pittsburgh, PA Metro Area",Male,Graduate or professional degree,WHITE ALONE
761920,"Pittsburgh, PA Metro Area",Female,,WHITE ALONE
9327,"Pittsburgh, PA Metro Area",Female,Less than 9th grade,WHITE ALONE
24122,"Pittsburgh, PA Metro Area",Female,"9th to 12th grade, no diploma",WHITE ALONE
720859,"Pittsburgh, PA Metro Area",Male,,WHITE ALONE
9625,"Pittsburgh, PA Metro Area",Male,Less than 9th grade,WHITE ALONE
26339,"Pittsburgh, PA Metro Area",Male,"9th to 12th grade, no diploma",WHITE ALONE
